,Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location
3648,Silver,Nissan,NAVARA,2008,Utility,28/01/2022,Counties/Manukau
3649,Blue,Nissan,TIIDA,2004,Hatchback,10/10/2021,Auckland City
3650,Green,Mazda,CAPELLA,1997,Saloon,22/02/2022,Canterbury
3651,Black,Volkswagen,GOLF,2010,Hatchback,18/03/2022,Northland
3652,White,Mazda,BOUNTY,2006,Utility,14/11/2021,Counties/Manukau
3653,Blue,Toyota,RAV4,2020,Stationwagon,15/10/2021,Auckland City
3654,Silver,Mazda,AXELA,2010,Hatchback,18/12/2021,Central
3655,Blue,Mazda,DEMIO,2006,Hatchback,6/12/2021,Wellington
3656,White,Mazda,MPV,2006,Stationwagon,30/03/2022,Auckland City
3657,Silver,Toyota,AQUA,2015,Hatchback,13/03/2022,Waikato
3658,Silver,Toyota,AQUA,2014,Hatchback,3/04/2022,Counties/Manukau
3659,Silver,Toyota,ISIS,2006,Stationwagon,6/02/2022,Waikato
3660,White,Mercedes-Benz,CLS,2005,Saloon,13/03/2022,Counties/Manukau
3661,Silver,Toyota,AQUA,2015,Hatchback,3/04/2022,Counties/Manukau
3662,Silver,Mazda,BOUNTY,2003,Utility,24/01/2022,Central
3663,Black,Hyundai,SANTA FE,2009,Stationwagon,6/02/2022,Canterbury
3664,White,Nissan,TERRANO,1996,Stationwagon,29/10/2021,Canterbury
3665,Blue,Nissan,TIIDA,2006,Hatchback,10/02/2022,Canterbury
3666,White,Ford,TRANSIT,2020,Light Bus,8/02/2022,Auckland City
3667,Silver,Nissan,PRIMERA,1997,Stationwagon,27/10/2021,Counties/Manukau
3668,Black,Subaru,LEGACY,1999,Saloon,5/12/2021,Southern
3669,White,Mazda,FAMILIA,1991,Saloon,11/01/2022,Southern
3670,Silver,Toyota,AQUA,2014,Hatchback,2/04/2022,Counties/Manukau
3671,White,Toyota,DYNA,1986,Mobile Home - Light,15/12/2021,Eastern
3672,Black,Mazda,FAMILIA,1999,Stationwagon,2/02/2022,Central
3673,White,Toyota,HILUX,1997,Stationwagon,26/12/2021,Canterbury
3674,Grey,Hyundai,SANTA FE,2012,Stationwagon,20/02/2022,Waitemata
3675,White,Mazda,AXELA,2009,Hatchback,27/03/2022,Bay of Plenty
3676,Blue,Subaru,LEGACY,2008,Saloon,30/03/2022,Waitemata
3677,Gold,Isuzu,WIZARD,1996,Stationwagon,18/03/2022,Southern
3678,White,Toyota,ESTIMA,2000,Stationwagon,19/02/2022,Counties/Manukau
3679,Silver,Nissan,CARAVAN,2014,Light Van,10/02/2022,Waitemata
3680,Grey,Mazda,DEMIO,2013,Hatchback,4/04/2022,Auckland City
3681,White,Mercedes-Benz,CLA180,2014,Saloon,1/04/2022,Counties/Manukau
3682,Blue,BMW,525I,2007,Saloon,15/03/2022,Counties/Manukau
3683,Black,Volvo,S40,2009,Saloon,8/03/2022,Northland
3684,Gold,Toyota,STARLET,1990,Hatchback,17/03/2022,Southern
3685,Grey,BMW,320I,2010,Saloon,4/04/2022,Auckland City
3686,Black,Nissan,X-TRAIL,2006,Stationwagon,13/01/2022,Bay of Plenty
3687,Red,Toyota,HILUX,1994,Stationwagon,1/04/2022,Central
3688,Blue,Mazda,DEMIO,2008,Hatchback,28/03/2022,Auckland City
3689,Silver,Honda,FIT,2007,Hatchback,6/01/2022,Canterbury
3690,Silver,Honda,FIT,2007,Hatchback,6/01/2022,Canterbury
3691,Grey,Suzuki,SWIFT,2009,Hatchback,29/03/2022,Auckland City
3692,Red,Peugeot,206,2002,Convertible,3/04/2022,Counties/Manukau
3693,Blue,Nissan,NAVARA,2007,Utility,4/12/2021,Counties/Manukau
3694,White,Toyota,PRIUS,2010,Saloon,22/10/2021,Counties/Manukau
3695,Gold,Nissan,TIIDA,2004,Saloon,9/03/2022,Waikato
3696,Black,Mazda,AXELA,2009,Hatchback,20/11/2021,Waikato
3697,Black,Holden,CREWMAN,2005,Utility,26/11/2021,Counties/Manukau
3698,Blue,Audi,A4,2009,Saloon,5/04/2022,Counties/Manukau
3699,Red,Mazda,B2000,1986,Utility,27/02/2022,Wellington
3700,White,Nissan,NAVARA,2007,Utility,4/01/2022,Bay of Plenty
3701,Blue,Mazda,ATENZA,2003,Stationwagon,26/02/2022,Waikato
3702,White,Toyota,AQUA,2014,Hatchback,14/01/2022,Auckland City
3703,Grey,Honda,AIRWAVE,2006,Stationwagon,31/03/2022,Canterbury
3704,Black,Honda,ACCORD,2009,Stationwagon,29/03/2022,Counties/Manukau
3705,Black,Honda,ACCORD,2011,Stationwagon,5/04/2022,Southern
3706,White,Toyota,HIACE,2006,Light Van,18/11/2021,Waitemata
3707,Silver,Toyota,ALTEZZA,1999,Saloon,11/03/2022,Canterbury
3708,Black,Nissan,SKYLINE,2007,Saloon,20/01/2022,Counties/Manukau
3709,Silver,Mazda,626,1999,Saloon,24/01/2022,Bay of Plenty
3710,Silver,Mitsubishi,OUTLANDER,2010,Stationwagon,19/11/2021,Counties/Manukau
3711,Silver,Lexus,GS430,2006,Saloon,5/02/2022,Bay of Plenty
3712,Purple,Mahindra,XUV,2020,Stationwagon,13/02/2022,Counties/Manukau
3713,Black,Nissan,X-TRAIL,2008,Stationwagon,26/11/2021,Waikato
3714,Blue,Honda,FIT,2008,Hatchback,18/02/2022,Central
3715,White,Subaru,FORESTER,2006,Stationwagon,5/04/2022,Auckland City
3716,White,Nissan,WINGROAD,2012,Stationwagon,27/03/2022,Northland
3717,Black,Mazda,MX-5,2001,Convertible,30/03/2022,Bay of Plenty
3718,Red,Lexus,GS300,1997,Saloon,2/04/2022,Central
3719,White,Toyota,AQUA,2014,Hatchback,28/11/2021,Wellington
3720,Grey,Toyota,HILUX,2020,Utility,24/10/2021,Eastern
3721,Black,BMW,320I,2008,Sports Car,27/02/2022,Canterbury
3722,White,Honda,INSIGHT,2013,Hatchback,13/12/2021,Central
3723,Black,BMW,116I,2007,Hatchback,4/02/2022,Canterbury
3724,Blue,Ford,FALCON,1984,Utility,5/03/2022,Canterbury
3725,Black,Honda,ACCORD,2008,Saloon,14/01/2022,Auckland City
3726,White,Toyota,HILUX,2020,Utility,8/02/2022,Central
3727,Green,Mitsubishi,TRITON,2002,Utility,28/03/2022,Central
3728,Silver,Mitsubishi,GRANDIS,2001,Stationwagon,7/10/2021,Canterbury
3729,White,Mitsubishi,L300,2013,Light Van,6/02/2022,Waitemata
3730,Grey,Ford,COURIER,2004,Utility,15/03/2022,Waikato
3731,Green,BMW,325,1986,Saloon,28/02/2022,Waikato
3732,White,Mazda,BOUNTY,2001,Utility,5/01/2022,Bay of Plenty
3733,White,Ford,COURIER,2004,Utility,21/03/2022,Waikato
3734,Silver,Mazda,DEMIO,2008,Hatchback,10/03/2022,Wellington
3735,Silver,Toyota,AQUA,2014,Hatchback,25/03/2022,Counties/Manukau
3736,Blue,Honda,FIT,2009,Hatchback,6/04/2022,Auckland City
3737,Grey,Nissan,PRESAGE,2005,Stationwagon,23/01/2022,Wellington
3738,Silver,Land Rover,DEFENDER,2020,Stationwagon,12/02/2022,Auckland City
3739,Red,Nissan,PRIMERA,2002,Saloon,31/03/2022,Counties/Manukau
3740,Black,Subaru,LEGACY,2010,Saloon,12/12/2021,Northland
3741,Silver,Toyota,COROLLA,2015,Stationwagon,24/03/2022,Waikato
3742,Grey,Toyota,HILUX,1991,Stationwagon,25/10/2021,Wellington
3744,Silver,Trailer,KEA,2005,Trailer,4/03/2022,Northland
3745,White,Reid,TRAILER,2009,Trailer - Heavy,10/03/2022,Central
3746,Silver,Briford,TRAILER,2009,Trailer,24/02/2022,Counties/Manukau
3747,Silver,Kea,K 74 SA,2009,Trailer,1/02/2022,Counties/Manukau
3748,Grey,Trailer,HOMEBUILT,2009,Boat Trailer,1/04/2022,Wellington
3749,Silver,Trailer,CB TRANSPORTERS,2009,Trailer,22/03/2022,Waikato
3750,Silver,Trailer,4 X 7,2008,Trailer,10/02/2022,Canterbury
3751,Silver,Factory Built,TRAILER,2009,Trailer - Heavy,10/01/2022,Canterbury
3752,Yellow,Trailer,HOMEMADE,1994,Caravan,12/02/2022,Counties/Manukau
3753,Silver,Trailer,BOAT,1999,Boat Trailer,14/11/2021,Waikato
3754,Silver,Trailer,KAIAPOI SINGLE,2008,Trailer,29/01/2022,Canterbury
3755,Silver,Trailer,STEELBRO,2008,Trailer,27/11/2021,Waitemata
3756,Green,Briford,7X4,2009,Trailer,14/03/2022,Southern
3757,Black,Mitsubishi,PAJERO,2020,Stationwagon,5/04/2022,Central
3758,Silver,Subaru,IMPREZA,2011,Saloon,14/02/2022,Waitemata
3759,Black,Holden,UTE,2003,Utility,20/02/2022,Waikato
3760,Silver,Mercedes-Benz,E350,2011,Stationwagon,11/03/2022,Auckland City
3761,Blue,Mazda,DEMIO,2006,Hatchback,23/03/2022,Auckland City
3762,Blue,Mazda,AXELA,2013,Saloon,25/03/2022,Auckland City
3763,Silver,BMW,323I,2009,Saloon,12/02/2022,Counties/Manukau
3764,Purple,Honda,CIVIC,1998,Saloon,10/03/2022,Eastern
3765,Blue,Toyota,VITZ,2014,Hatchback,1/04/2022,Waitemata
3766,Silver,Toyota,HIACE,1997,Light Van,23/03/2022,Auckland City
3767,White,Ford,COURIER,2004,Utility,11/03/2022,Bay of Plenty
3768,Silver,Subaru,IMPREZA,1996,Hatchback,5/11/2021,Southern
3769,Green,Honda,CIVIC LX,1987,Hatchback,25/01/2022,Waikato
3770,Silver,Skoda,KAROQ,2020,Stationwagon,13/03/2022,Waitemata
3771,Silver,BMW,320I,2007,Hatchback,8/01/2022,Bay of Plenty
3772,Blue,Toyota,AQUA,2014,Stationwagon,18/02/2022,Central
3773,Blue,BMW,130I,2006,Hatchback,25/02/2022,Counties/Manukau
3774,Black,Suzuki,SWIFT,2007,Hatchback,20/11/2021,Bay of Plenty
3775,Brown,Toyota,HIACE,1993,Light Van,31/12/2021,Counties/Manukau
3776,Silver,Toyota,AQUA,2014,Hatchback,31/03/2022,Auckland City
3777,White,Toyota,AQUA,2015,Hatchback,23/03/2022,Waitemata
3778,Grey,BMW,320I,2007,Saloon,28/11/2021,Wellington
3779,White,Subaru,FORESTER,2005,Stationwagon,2/11/2021,Central
3780,Grey,Ford,RANGER,2020,Utility,21/11/2021,Bay of Plenty
3781,Blue,Nissan,TIIDA,2005,Saloon,19/11/2021,Auckland City
3782,White,Toyota,COROLLA,2005,Hatchback,24/03/2022,Auckland City
3783,Silver,Mazda,PREMACY,2011,Stationwagon,11/01/2022,Wellington
3784,White,Ford,COURIER,1998,Utility,7/02/2022,Canterbury
3785,Silver,Holden,CAPTIVA,2012,Stationwagon,31/01/2022,Waitemata
3786,Blue,Mini,COOPER,2002,Sports Car,25/03/2022,Waitemata
3787,White,Nissan,NAVARA,2008,Utility,21/10/2021,Eastern
3788,Brown,Nissan,NOTE,2008,Hatchback,11/11/2021,Counties/Manukau
3789,Grey,Nissan,LAFESTA,2012,Stationwagon,20/03/2022,Counties/Manukau
3790,White,Toyota,PRIUS,2014,Hatchback,1/04/2022,Counties/Manukau
3791,Black,Suzuki,SWIFT,2012,Hatchback,22/02/2022,Counties/Manukau
3792,Black,Mercedes-Benz,ML,2004,Stationwagon,22/11/2021,Northland
3793,Grey,Suzuki,SWIFT,2009,Hatchback,18/01/2022,Northland
3794,Grey,Toyota,RAV4,2020,Stationwagon,25/03/2022,Counties/Manukau
3795,Black,Toyota,VITZ,2015,Hatchback,28/02/2022,Auckland City
3796,Black,Ford,MONDEO,2008,Hatchback,8/03/2022,Counties/Manukau
3797,Blue,Mazda,DEMIO,2004,Hatchback,16/01/2022,Waitemata
3798,Black,Mitsubishi,OUTLANDER,2009,Stationwagon,1/04/2022,Counties/Manukau
3799,Silver,Ford,TERRITORY,2010,Stationwagon,12/12/2021,Counties/Manukau
3800,White,Toyota,HILUX,1999,Utility,17/01/2022,Bay of Plenty
3801,White,Toyota,TRUENO,1994,Sports Car,17/10/2021,Waitemata
3802,Blue,BMW,320I,2011,Saloon,28/02/2022,Counties/Manukau
3803,Blue,BMW,M3,2018,Saloon,31/10/2021,Auckland City
3804,Silver,Holden,COMMODORE,2006,Saloon,15/02/2022,Canterbury
3805,White,Toyota,AQUA,2015,Hatchback,14/11/2021,Canterbury
3806,Black,Toyota,MARKX,2006,Saloon,14/02/2022,Auckland City
3807,Grey,Nissan,LEAF,2015,Hatchback,2/02/2022,Canterbury
3808,White,Toyota,AQUA,2015,Hatchback,4/02/2022,Waitemata
3810,Black,BMW,540I,2006,Saloon,1/04/2022,Auckland City
3811,Grey,Honda,ACCORD,2011,Saloon,9/11/2021,Counties/Manukau
3812,Silver,Toyota,AQUA,2015,Hatchback,26/02/2022,Auckland City
3813,Black,BMW,M4,2017,Sports Car,31/01/2022,Canterbury
3814,White,Toyota,MARKX,2006,Saloon,27/10/2021,Waitemata
3815,Red,Mitsubishi,ASX,2020,Stationwagon,31/03/2022,Auckland City
3816,Grey,Audi,A5,2008,Sports Car,8/11/2021,Bay of Plenty
3817,White,Toyota,AQUA,2015,Hatchback,6/03/2022,Waitemata
3818,White,Holden,COMMODORE,2013,Saloon,18/01/2022,Bay of Plenty
3819,Silver,Nissan,PULSAR,1998,Saloon,14/10/2021,Waikato
3820,Silver,Suzuki,SWIFT,2011,Hatchback,26/03/2022,Auckland City
3821,Black,Suzuki,SWIFT,2016,Hatchback,28/01/2022,Eastern
3822,Red,Mercedes-Benz,CLS,2009,Sports Car,9/03/2022,Auckland City
3823,Red,Suzuki,SWIFT,2014,Hatchback,4/11/2021,Northland
3824,Silver,Toyota,AQUA,2016,Hatchback,8/03/2022,Auckland City
3825,Yellow,Nissan,SKYLINE,1996,Saloon,31/01/2022,Counties/Manukau
3826,Red,Suzuki,ESCUDO,1994,Stationwagon,5/04/2022,Northland
3827,Red,Nissan,X-TRAIL,2009,Stationwagon,2/03/2022,Counties/Manukau
3828,Black,Nissan,MAXIMA,2004,Saloon,25/03/2022,Waitemata
3829,White,Subaru,IMPREZA,2013,Hatchback,3/04/2022,Auckland City
3830,Blue,Ford,RANGER,2021,Utility,26/02/2022,Bay of Plenty
3831,Grey,Nissan,NAVARA,2021,Utility,21/03/2022,Canterbury
3832,White,Volkswagen,GOLF,2012,Hatchback,9/01/2022,Waitemata
3833,Silver,Jaguar,XF,2009,Saloon,9/01/2022,Counties/Manukau
3834,Grey,Nissan,SKYLINE,2007,Saloon,31/12/2021,Waikato
3835,White,Mazda,BOUNTY,2006,Utility,6/12/2021,Southern
3836,Brown,Toyota,HIGHLANDER,2012,Stationwagon,28/12/2021,Canterbury
3837,Black,Holden,COMMODORE,2003,Saloon,16/10/2021,Canterbury
3838,Grey,Holden,COMMODORE,2008,Saloon,25/11/2021,Eastern
3839,White,Nissan,VANETTE,2008,Light Van,23/12/2021,Counties/Manukau
3840,White,Toyota,HILUX,2002,Utility,23/02/2022,Canterbury
3841,Yellow,Mitsubishi,CANTER FE434EZR,1987,Other Truck,3/04/2022,Canterbury
3842,White,Fuso,CANTER 616-CITY-TIP,2021,Other Truck,19/03/2022,Counties/Manukau
3843,White,Toyota,MARKX,2006,Saloon,28/11/2021,Northland
3844,White,Toyota,MARKX,2006,Saloon,16/12/2021,Northland
3845,White,BMW,320I,2006,Saloon,8/10/2021,Bay of Plenty
3846,White,Toyota,AQUA,2015,Hatchback,2/04/2022,Waitemata
3847,Grey,Suzuki,SWIFT,2005,Hatchback,28/10/2021,Wellington
3848,White,BMW,320D,2009,Saloon,25/11/2021,Wellington
3849,Silver,Volkswagen,GOLF,2017,Hatchback,22/12/2021,Waitemata
3850,Green,Mitsubishi,LANCER,1998,Saloon,30/03/2022,Wellington
3851,Blue,Subaru,LEGACY,2006,Saloon,20/01/2022,Canterbury
3852,Black,Mitsubishi,OUTLANDER,2006,Stationwagon,1/02/2022,Canterbury
3853,White,Toyota,COROLLA,2006,Saloon,3/12/2021,Waitemata
3854,Silver,Toyota,ALTEZZA,1999,Saloon,12/02/2022,Waitemata
3855,Black,Seat,TARRACO,2021,Stationwagon,25/03/2022,Counties/Manukau
3856,Black,Audi,A4,2010,Saloon,23/10/2021,Waikato
3857,Brown,BMW,328I,2012,Saloon,20/03/2022,Waitemata
3858,White,Toyota,AQUA,2016,Hatchback,2/12/2021,Auckland City
3859,Blue,Mitsubishi,COLT,2005,Hatchback,18/03/2022,Waitemata
3860,Silver,Nissan,TIIDA,2005,Hatchback,6/03/2022,Waikato
3861,Blue,Toyota,DYNA,2013,Other Truck,19/12/2021,Counties/Manukau
3862,Silver,Toyota,BLADE,2008,Hatchback,15/03/2022,Counties/Manukau
3863,White,Mazda,BT-50,2007,Utility,4/01/2022,Bay of Plenty
3864,White,Nissan,MARCH,2006,Hatchback,25/12/2021,Counties/Manukau
3865,White,BMW,X5,2018,Stationwagon,22/01/2022,Auckland City
3866,Silver,Honda,ODYSSEY,2004,Stationwagon,27/10/2021,Canterbury
3867,White,BMW,335I,2007,Saloon,21/02/2022,Waitemata
3868,White,Mitsubishi,L300,2002,Light Van,31/12/2021,Canterbury
3869,White,Mitsubishi,L300,2002,Light Van,1/02/2022,Canterbury
3870,Silver,Cadillac,STS,2008,Saloon,26/03/2022,Counties/Manukau
3871,Grey,Honda,ODYSSEY,2001,Stationwagon,19/12/2021,Wellington
3872,Silver,Subaru,IMPREZA,2016,Saloon,1/04/2022,Southern
3873,Silver,BMW,320I,2010,Saloon,25/01/2022,Wellington
3874,Blue,Holden,VX COMMODORE,2001,Saloon,8/02/2022,Waikato
3875,Silver,Audi,A3,2004,Hatchback,31/12/2021,Waitemata
3876,Black,Toyota,AQUA,2015,Hatchback,13/03/2022,Auckland City
3877,Red,Mazda,CX-5,2012,Stationwagon,25/03/2022,Auckland City
3878,Silver,BMW,320I,2008,Saloon,24/02/2022,Counties/Manukau
3879,Silver,Toyota,AQUA,2015,Hatchback,31/03/2022,Auckland City
3880,Black,Toyota,MARKX,2008,Saloon,15/11/2021,Waitemata
3881,Blue,Mazda,ATENZA,2008,Hatchback,2/01/2022,Canterbury
3882,Blue,Subaru,LEGACY,2007,Saloon,25/11/2021,Waitemata
3883,Blue,BMW,116I,2010,Hatchback,25/03/2022,Auckland City
3884,Silver,Audi,Q5,2010,Stationwagon,13/03/2022,Central
3885,Brown,Subaru,LEGACY,2001,Stationwagon,1/03/2022,Canterbury
3886,Blue,Toyota,PASSO,2004,Hatchback,27/02/2022,Counties/Manukau
3887,Red,Subaru,IMPREZA,2001,Saloon,26/02/2022,Central
3888,Black,Honda,INSPIRE,2008,Saloon,18/03/2022,Auckland City
3889,White,Toyota,AQUA,2016,Hatchback,5/04/2022,Waitemata
3890,Grey,Ford,TERRITORY,2006,Stationwagon,13/11/2021,Bay of Plenty
3891,Silver,Mitsubishi,PAJERO SPORT,2021,Stationwagon,12/03/2022,Auckland City
3892,White,Mazda,ATENZA,2007,Saloon,26/03/2022,Counties/Manukau
3893,White,Jeep,WRANGLER,2015,Stationwagon,12/01/2022,Counties/Manukau
3894,Black,Ford,TERRITORY,2014,Stationwagon,4/11/2021,Waitemata
3895,Black,Chevrolet,CRUZE,2005,Hatchback,23/03/2022,Auckland City
3896,White,Toyota,AQUA,2014,Hatchback,3/02/2022,Waikato
3897,Blue,Mitsubishi,LANCER,2004,Saloon,19/11/2021,Waikato
3898,Green,Isuzu,BIGHORN,1996,Stationwagon,7/10/2021,Bay of Plenty
3899,Black,BMW,120I,2012,Hatchback,1/11/2021,Wellington
3900,White,Toyota,AQUA,2016,Hatchback,4/04/2022,Counties/Manukau
3901,White,Nissan,NAVARA,2006,Utility,17/12/2021,Bay of Plenty
3902,Blue,Holden,COMMODORE,2004,Saloon,25/12/2021,Northland
3903,Black,Audi,A4,2010,Stationwagon,28/12/2021,Canterbury
3904,White,Chrysler,300C,2012,Saloon,5/04/2022,Counties/Manukau
3905,White,Nissan,TIIDA,2005,Saloon,10/02/2022,Canterbury
3906,Black,Nissan,SKYLINE,2008,Saloon,17/02/2022,Auckland City
3907,Black,Mitsubishi,OUTLANDER,2010,Stationwagon,30/03/2022,Waikato
3908,Black,Audi,A4,2007,Saloon,14/11/2021,Counties/Manukau
3909,Silver,Toyota,AQUA,2015,Hatchback,4/01/2022,Counties/Manukau
3910,Silver,Toyota,TOWNACE,1999,Light Van,7/01/2022,Counties/Manukau
3911,Black,Toyota,AQUA,2012,Hatchback,3/04/2022,Counties/Manukau
3912,White,Subaru,WRX,2018,Saloon,27/02/2022,Counties/Manukau
3913,White,BMW,530I,2005,Saloon,21/03/2022,Central
3914,Black,Mitsubishi,LANCER,2001,Saloon,16/02/2022,Canterbury
3915,Silver,Toyota,AQUA,2016,Hatchback,12/03/2022,Counties/Manukau
3916,Silver,Toyota,AQUA,2016,Hatchback,1/04/2022,Counties/Manukau
3917,White,Toyota,COROLLA,2016,Stationwagon,19/03/2022,Waikato
3918,White,Toyota,HILUX,1997,Utility,25/01/2022,Northland
3919,White,Subaru,IMPREZA,1993,Saloon,5/02/2022,Wellington
3920,White,Chevrolet,SILVERADO,2020,Utility,4/04/2022,Eastern
3921,Blue,Toyota,HILUX,1994,Stationwagon,14/02/2022,Canterbury
3922,Black,Maserati,LEVANTE,2019,Stationwagon,4/02/2022,Auckland City
3923,White,Toyota,MARKX,2010,Saloon,1/03/2022,Canterbury
3924,Brown,Nissan,FUGA,2007,Saloon,28/03/2022,Waikato
3925,White,Mitsubishi,ASX,2021,Stationwagon,2/04/2022,Canterbury
3926,Silver,Toyota,AQUA,2013,Hatchback,22/03/2022,Counties/Manukau
3927,White,Subaru,LEGACY,2010,Stationwagon,29/10/2021,Southern
3928,White,Ford,COURIER,2003,Utility,2/02/2022,Southern
3929,Blue,Mitsubishi,LEGNUM,1997,Stationwagon,15/12/2021,Central
3930,Silver,Toyota,AQUA,2016,Hatchback,2/03/2022,Auckland City
3931,Silver,Subaru,IMPREZA,1996,Stationwagon,17/01/2022,Canterbury
3932,White,Toyota,AQUA,2015,Hatchback,1/03/2022,Tasman
3933,Silver,Honda,TORNEO,2000,Saloon,2/04/2022,Central
3934,Silver,Nissan,SKYLINE,2007,Sports Car,2/12/2021,Canterbury
3935,Grey,Holden,COMMODORE,2006,Saloon,25/10/2021,Central
3936,Silver,Nissan,SKYLINE,2021,Saloon,4/04/2022,Counties/Manukau
3937,White,Audi,A4,2010,Saloon,26/12/2021,Auckland City
3938,White,BMW,X5,2012,Stationwagon,21/03/2022,Waitemata
3939,Red,Mazda,AXELA,2011,Hatchback,7/01/2022,Central
3940,Black,Subaru,LEGACY,2009,Saloon,18/03/2022,Auckland City
3941,White,Mazda,E2000,1989,Light Van,4/04/2022,Tasman
3942,Purple,Mercedes-Benz,CLA180,2013,Saloon,12/03/2022,Canterbury
3943,Black,Holden,COMMODORE,2004,Saloon,16/10/2021,Waikato
3945,White,Audi,A8,2007,Saloon,10/01/2022,Bay of Plenty
3946,Black,Subaru,LEGACY,2010,Saloon,11/12/2021,Eastern
3947,Black,Subaru,LEGACY,2000,Saloon,19/02/2022,Bay of Plenty
3948,Black,Honda,ACCORD,2012,Saloon,16/03/2022,Canterbury
3949,Silver,Ford,FALCON,2007,Saloon,22/01/2022,Canterbury
3950,Black,Nissan,REGULUS,1996,Stationwagon,18/12/2021,Waikato
3951,Black,Nissan,REGULUS,1996,Stationwagon,31/12/2021,Waikato
3952,Silver,Toyota,AQUA,2016,Hatchback,18/03/2022,Waikato
3953,Red,Toyota,HILUX,1993,Stationwagon,12/03/2022,Central
3954,Green,Toyota,HILUX,1996,Stationwagon,7/11/2021,Counties/Manukau
3955,Green,Toyota,HILUX,1996,Stationwagon,10/11/2021,Counties/Manukau
3956,Grey,Toyota,VANGUARD,2010,Stationwagon,3/04/2022,Counties/Manukau
3957,Blue,Toyota,HILUX,2021,Utility,16/03/2022,Counties/Manukau
3958,Silver,Honda,ACCORD,2015,Saloon,23/01/2022,Waikato
3959,White,Subaru,LEGACY,2007,Stationwagon,31/03/2022,Counties/Manukau
3960,Purple,Subaru,LEGACY,1999,Saloon,28/12/2021,Central
3961,Black,Nissan,FUGA,2007,Saloon,15/03/2022,Counties/Manukau
3962,White,Ford,RANGER,2021,Utility,15/03/2022,Counties/Manukau
3963,Black,Isuzu,D-MAX,2016,Utility,3/11/2021,Southern
3964,Blue,Toyota,WISH,2004,Stationwagon,25/12/2021,Waikato
3965,Blue,Toyota,AQUA,2012,Hatchback,4/03/2022,Waitemata
3966,White,Nissan,NAVARA,2021,Utility,21/12/2021,Waitemata
3967,Red,Nissan,NAVARA,2021,Utility,12/03/2022,Counties/Manukau
3968,Blue,Toyota,COROLLA XL,1988,Hatchback,29/03/2022,Canterbury
3969,Silver,Toyota,ESTIMA,2005,Stationwagon,2/04/2022,Auckland City
3970,White,BMW,X5,2006,Stationwagon,26/03/2022,Counties/Manukau
3971,Grey,Honda,ACCORD,2012,Saloon,5/04/2022,Central
3972,Grey,Audi,S4,2006,Stationwagon,7/02/2022,Waikato
3973,White,Mazda,FAMILIA,2000,Hatchback,2/02/2022,Waitemata
3974,Grey,Honda,ACCORD,2007,Saloon,30/11/2021,Waikato
3975,Black,Toyota,AVENSIS,2009,Stationwagon,10/01/2022,Canterbury
3976,Black,BMW,650I,2007,Saloon,29/01/2022,Central
3977,Blue,Toyota,CYNOS,1996,Saloon,1/01/2022,Auckland City
3978,White,Mazda,BOUNTY,2002,Utility,1/02/2022,Wellington
3979,Black,Nissan,SKYLINE,2008,Saloon,25/03/2022,Auckland City
3980,Gold,Nissan,TIIDA,2006,Hatchback,7/01/2022,Counties/Manukau
3981,Silver,Nissan,MARCH,2015,Hatchback,3/04/2022,Auckland City
3982,White,Toyota,COROLLA,2021,Hatchback,5/04/2022,Wellington
3983,White,Toyota,COROLLA,2021,Hatchback,1/02/2022,Waitemata
3984,Black,Land Rover,RANGE ROVER,2013,Stationwagon,28/02/2022,Canterbury
3985,Grey,Holden,COMMODORE,2007,Saloon,18/12/2021,Counties/Manukau
3986,Blue,Mazda,AXELA,2005,Saloon,4/03/2022,Canterbury
3987,Red,Mazda,AXELA,2007,Hatchback,31/03/2022,Northland
3988,Blue,Nissan,CIVILIAN,1991,Mobile Home - Light,3/12/2021,Canterbury
3989,Silver,Toyota,AQUA,2014,Hatchback,26/01/2022,Waikato
3990,Red,Ford,LASER,2000,Saloon,5/03/2022,Bay of Plenty
3991,White,BMW,MINI,2010,Hatchback,30/03/2022,Counties/Manukau
3992,Red,BMW,320I,2001,Saloon,26/02/2022,Central
3993,White,Ford,COURIER XLT,1988,Light Van,25/01/2022,Wellington
3994,Grey,Audi,RS5,2014,Sports Car,27/03/2022,Auckland City
3995,Grey,Toyota,AQUA,2016,Hatchback,1/03/2022,Auckland City
3996,Yellow,MG,3,2021,Hatchback,16/01/2022,Auckland City
3997,White,Honda,CRV,2012,Stationwagon,4/04/2022,Wellington
3998,White,Toyota,AQUA,2014,Hatchback,3/04/2022,Auckland City
3999,Black,Mazda,ATENZA,2005,Saloon,12/03/2022,Bay of Plenty
4000,Black,Toyota,MARKX,2007,Saloon,3/02/2022,Auckland City
4001,White,Ford,RANGER,2016,Utility,19/02/2022,Counties/Manukau
4002,Silver,Toyota,AQUA,2014,Hatchback,23/01/2022,Auckland City
4003,White,Toyota,AQUA,2015,Hatchback,31/03/2022,Counties/Manukau
4004,Black,Mitsubishi,OUTLANDER,2022,Stationwagon,26/01/2022,Auckland City
4005,Blue,Toyota,PRIUS,2007,Hatchback,13/01/2022,Bay of Plenty
4006,Black,Pinto,ECONOMY,1992,Trailer,18/12/2021,Waitemata
4007,Yellow,Ferrari,348 SP,1993,Convertible,21/10/2021,Auckland City
4008,Blue,Homebuilt,COBRA,1993,Trailer,23/01/2022,Central
